	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
143_3_Hyp_fast_S23_R2_001 - polya	0.01033797979714907	0.016917350051859435	0.020378115295486846	0.0251333180453668	0.028505451421527876	0.032227989855114	0.039072225109113304	0.0501099844180024	0.059941938088105294	0.07065917982976147	0.07384168223366899	0.077380773313662	0.08184534598650119	0.0874786225861639	0.09245643560781977	0.09758677788976655	0.10386933444877569	0.10916354262522418	0.11590162575888589	0.12311584752940163	0.12778654082425556	0.1337279677538303	0.14260764415022512	0.16084004377053857	0.1734855439311426	0.18008861805738466	0.1847345768775968	0.19081410462392143	0.19565381682882743	0.20197450570290928	0.2083405411138344	0.21681106807552997	0.22526922779990466	0.2299976348689227	0.2354402498932218	0.2399223428189322	0.2443745482544505	0.24871957096652114	0.2530748997096925	0.25692935534136807	0.2606240674909822	0.26458467524299534	0.268733883364152	0.27290473415062017	0.2776125291574367	0.28243369050636136	0.2869910174591072	0.29177713830228935	0.29668280910624006	0.30218210730159323
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
143_3_Hyp_fast_S23_R2_001 - polyg	1.6956265625295814	1.6971786508133524	1.698139172911941	1.699214091955748	1.7004209281976443	1.7011959417364197	1.702347125410372	1.7068714730635954	1.7166951819088176	1.723049880685532	1.732422185368542	1.7401939634216077	1.7578512865065	1.7600681137962686	1.761614018461379	1.7636803776970766	1.7649201932384955	1.7659106028272762	1.766705197825143	1.767490517395019	1.7683088162644176	1.7689230557180216	1.7694249594326275	1.7698351394704368	1.7702267686522648	1.770563775869259	1.770901813689363	1.771236759700137	1.7715603690767001	1.7719190189590057	1.7722488119542292	1.77254047263438	1.7728743880420441	1.7732361297336798	1.773629820121728	1.7740750406652799	1.7745295366368223	1.7750221649234377	1.77561682291795	1.7764629480713205	1.777925373884515	1.7789559769945889	1.7804369536637648	1.782163213873138	1.7832278268858441	1.7843480924664943	1.7851663913358928	1.7859280070342372	1.7865927460402347	1.7872018324782883
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
143_3_ICL_fast_S61_R1_001 - illumina_universal_adapter	0.006484992617614006	0.006550448006133956	0.0071968199677684575	0.008195014642697689	0.009047571078170032	0.009625214881858588	0.010225768071529124	0.010911413266275597	0.011299236443256299	0.012150156494015643	0.012709800065861213	0.013110714320545903	0.013642539352270494	0.014092545148345147	0.014434549553361884	0.01486819150230655	0.015193832060193299	0.015508017925089056	0.01579111248043784	0.016195299504548528	0.016792579924793067	0.017728591980628348	0.01920297460704021	0.0203860807545383	0.021574096056175385	0.0229830232940673	0.0247977739407829	0.027173804544057073	0.03017984326183576	0.03429535081502759	0.03897377470949098	0.04471421228269056	0.052275946041457744	0.06065096300258529	0.06968380661833834	0.07956920666956373	0.09151808784388052	0.10572681630684858	0.12275830839973946	0.14202346562587362	0.16197590443146725	0.18588839424251785	0.20804013410238179	0.2385570726150953	0.2703880280523468	0.30561775453849666	0.3428995074547469	0.3842182214579651	0.4293857123061563	0.48296912973330003
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
143_3_ICL_fast_S61_R1_001 - polya	0.0022483925956602686	0.007270457279853401	0.010957232038239562	0.014382185242545925	0.017095311096697836	0.01930443045924613	0.022560836038113624	0.027663083573243697	0.03723920691371232	0.048487715430865656	0.05191757778931102	0.055583079546428195	0.060158411203972674	0.06482374402073207	0.0715411032675919	0.07690353597208878	0.08187978188431794	0.0871325768130439	0.0918044551686553	0.09712434187061421	0.10202858685547142	0.10801120936619482	0.112972727816007	0.1189373500948874	0.12425069125799432	0.12874584006460185	0.13316735155912446	0.137649409288028	0.14209873932267156	0.14722062347435763	0.1520757769178249	0.15668710903905533	0.16134425993224974	0.16575758950320735	0.1706356523326566	0.17535498584494497	0.1803688686055731	0.18584421185526687	0.19148973911511252	0.19688653589858238	0.20174005295733663	0.20650684162630195	0.21108544605327245	0.21533677353764316	0.21935246162334207	0.22392779328088655	0.22854239817154298	0.23283463527373868	0.2375016044752111	0.24225530206647244
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
143_3_ICL_fast_S61_R2_001 - illumina_universal_adapter	0.006524265850725975	0.006588084854532926	0.007234456816167429	0.008214651259253674	0.009057389386448025	0.009644851498414573	0.010248677457511107	0.01091959518984059	0.011305781982108293	0.012148520109302645	0.012704890911722215	0.013100896012267911	0.013629448274566504	0.01407454491650216	0.014411640167379901	0.014843645731611569	0.015161104365933323	0.015481835769681077	0.015774748633307852	0.016174026503279544	0.016777852462376078	0.017689318747516378	0.019147337526798255	0.020315716211879355	0.021495549589951445	0.022917567905547352	0.024742136860540945	0.027057621229434163	0.03003420502237887	0.03408262080233775	0.038685771000003207	0.04432966187513586	0.051770303165141134	0.059980045270255807	0.06889834195609894	0.07864464930671944	0.09042825562502337	0.10451425523451652	0.12143610955163647	0.14054253746060977	0.1603542471808855	0.1841014621359232	0.2060502902913753	0.236331589405417	0.2679367237522747	0.3028342641416858	0.33999983374331316	0.3811156360421195	0.4260245781056569	0.4788683496425252
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
143_3_ICL_fast_S61_R2_001 - polya	0.009422303177446743	0.01566020170339794	0.019526978780213963	0.025105414266826664	0.029029464808597645	0.03379298070813697	0.0437585636102993	0.056959279090060135	0.06697231714889942	0.0788099241627323	0.08183069034292798	0.08605583567189072	0.0907669872606141	0.09719470641327314	0.10226749902356924	0.1076397500363441	0.11480875146399158	0.1208895570574949	0.12949694064786826	0.13890124359347203	0.14391676273881315	0.15068157714234995	0.16266973154977873	0.18954571407607002	0.20763758346298408	0.21604369173365862	0.22123921319742962	0.2289105847319677	0.2341322883511467	0.24161711202840291	0.2496893978176257	0.26086754179212013	0.2718705926023236	0.2769384760584807	0.2833400130557318	0.28822462142403305	0.29263958737970364	0.2971085540309032	0.30131242635859695	0.30480447133613625	0.3083766991646125	0.31221893047073357	0.3160202521590296	0.32013085055808244	0.3251463697034236	0.3303173453964996	0.3352166812272178	0.34067238786035564	0.34626882357881134	0.3529436368231332
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
143_3_ICL_fast_S61_R2_001 - polyg	2.747481751201319	2.749913418884835	2.7519490814678056	2.755359307209695	2.7576044270359295	2.7595222699195636	2.761657751970027	2.7697791293006397	2.78657007284072	2.79695457022941	2.812976412954381	2.8264242225258043	2.8549905904606234	2.8588524583833004	2.8620990456538897	2.8664223740656327	2.870501881155138	2.875918314555164	2.881287292798513	2.887901559808454	2.8926274388595945	2.9000091702999318	2.9095247474060195	2.9206767092251056	2.922969284208017	2.923753112485543	2.924283301132555	2.9247562163146115	2.925207858495399	2.925587499748815	2.9260096870047687	2.9264171467983053	2.926790242512869	2.9271993386911186	2.927660799180184	2.928159896517649	2.9286933579340864	2.929256274275358	2.9298699185427326	2.93086156767881	2.932826865719121	2.934387976735322	2.9365840050201664	2.9389011257737727	2.9405064191772246	2.942345715594635	2.9441408296247946	2.9453010263863106	2.946449768454836	2.947205778192241
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
143_3_SCL_fast_S13_R1_001 - illumina_universal_adapter	0.08818938268686484	0.08854604537175534	0.0902099674737233	0.09067544250315665	0.09150513663029598	0.09206128861351508	0.09274287704947107	0.09408791853062591	0.09467580744766999	0.09632159415888081	0.09683845279545941	0.09775126746356899	0.09998494309182387	0.10056376431348939	0.10102470549523347	0.10178941447215971	0.10238334851945617	0.1027944173766181	0.10332185499113837	0.1041183009018896	0.10594241895554567	0.10921736826977324	0.1147985347752843	0.11985528623140126	0.1255754907327171	0.13238835252715084	0.14124597962945257	0.15274230608691872	0.16819668157713155	0.1945866976939022	0.21809016411516077	0.2493631341932924	0.2895738293495698	0.33235068229798315	0.3817016143958611	0.43680751049400607	0.5068237203596496	0.5922595462165547	0.687589739014045	0.783897731629858	0.9040174923098009	1.048508195602219	1.1833448258815844	1.3720133410584052	1.5770173094597235	1.8107552932331734	2.0565774923811335	2.345623884116183	2.662169573369315	3.0531821996364066
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
143_3_SCL_fast_S13_R2_001 - illumina_universal_adapter	0.08896618192429584	0.0893364461522542	0.09101850364497929	0.09148246739184956	0.09231367280155199	0.09287889248014965	0.09355141322072706	0.09489040957162953	0.0954828323363629	0.0970953708311856	0.09760769562007493	0.09850388617999045	0.10071338128723582	0.1012725558355811	0.1017274518870728	0.10234707773794188	0.10289416202578239	0.10320699751634313	0.10362713406888363	0.10426791787563604	0.10568096707213018	0.10849346392205059	0.11291396541910442	0.11694455601487966	0.12126077901507992	0.12575835592285162	0.1310478448936853	0.13821434680788333	0.14432143964535155	0.1599088080011168	0.17787644639375716	0.19738559300075476	0.22647627105777673	0.26513336773919216	0.3042030445603326	0.35107396197217117	0.39115166426289616	0.45622295758209175	0.5239299276913256	0.613904135085206	0.7265400245127009	0.8644762953289747	0.9921449124115789	1.1730378788012743	1.3644342590044822	1.5732632835729947	1.779879790469136	2.010274817213019	2.213898984634231	2.342052723419589
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
143_3_SCL_fast_S13_R2_001 - polya	0.0036784617585740313	0.005872844040188449	0.007911564217804049	0.010547241007842302	0.012501329361924563	0.015046329198177097	0.01942602606602736	0.023572985419160943	0.025681224594678927	0.02790734381011835	0.028749128197762448	0.029924906031850614	0.03125181212224831	0.03261952284184958	0.03404163973372229	0.035444109952274754	0.03742086754480344	0.0394731892654869	0.04184892545467276	0.044369744769915766	0.04588404989813729	0.0480497178110529	0.05201230069148885	0.058474544931284476	0.06168753166042514	0.0629010915585907	0.06360534923299312	0.06442748694731698	0.06511360923096225	0.06603246902932422	0.067360886402285	0.06887065768281725	0.07065094854214354	0.07184486176698886	0.0730886473164163	0.07417979332697114	0.07594799392579267	0.07678675574831058	0.07834488807086186	0.08037907440078818	0.0819220938977085	0.08311600712255382	0.08471192150918248	0.08669623551452665	0.08972937961865898	0.09382344408208422	0.09608583407903794	0.0986202549373488	0.09967966401407863	0.10045948581663582
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
143_3_SCL_fast_S13_R2_001 - polyg	35.377469947655065	35.38136150025504	35.386932087782604	35.39812162387977	35.40911015939603	35.41627817259279	35.42261649166241	35.44247776710661	35.495547965592266	35.538306683149926	35.61568586166297	35.68361952415667	35.79254521489176	35.8052384771392	35.82105707172712	35.84164980793185	35.85374157971918	35.86939997835541	35.879097878562796	35.89374522916432	35.90550451878776	35.92080020960885	35.93484455846769	35.950858108506246	35.9558151153132	35.95904472615054	35.963330723499475	35.96646965738302	35.969605568701446	35.97222311010073	35.97505374234141	35.97715442510411	35.97940774740568	35.98200564213165	35.98466701072525	35.987588319919716	35.99203904706803	35.996346202372855	36.00163266877856	36.01024849067077	36.01550775399034	36.02012925606829	36.025695309748166	36.030000953770426	36.03382600993762	36.03873616698512	36.04421456627634	36.04925167105913	36.05351499916963	36.05597536718234
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
143_3_ZIL_fast_S10_R1_001 - polya	0.0026312441969236775	0.00788238613024096	0.012023844223717208	0.01600304793161343	0.01890774182731184	0.021439137171570886	0.025276510122841208	0.030998530168156475	0.041318136020256885	0.05358479449931763	0.05744145643348907	0.061683898025682964	0.06698496438533257	0.07207044799491079	0.07837567611147175	0.0838571511935495	0.08929097114140094	0.09457955639446747	0.0994131485802781	0.10474485038335889	0.10991656709296567	0.11579743758570195	0.12088178654922717	0.12652778530899095	0.1318367941910116	0.1365217477438783	0.14145405413630055	0.14640564951162394	0.151148470013194	0.15667306164528602	0.16177216100750033	0.16691551156578194	0.17190681955296058	0.17670069912691597	0.1818315685786145	0.18696811126057802	0.19222152248600133	0.19790950314972638	0.20402524537543515	0.20948629682855877	0.21457858831445503	0.2196084742674359	0.2244171042400804	0.2291179428376892	0.23386189798531226	0.23869435552506987	0.24374920369121691	0.24857144941649748	0.2534821975339126	0.25849165985793937
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
143_3_ZIL_fast_S10_R2_001 - polya	0.010829061929900637	0.01740433580707731	0.020820755072681964	0.025362743222869754	0.028657755360802638	0.03220238963039711	0.03829543893504572	0.048363153363378535	0.057709232901998773	0.06790062375010937	0.07070660343919614	0.07404700141924932	0.07814193902455227	0.0830980729840877	0.08774671786325815	0.09289006842153975	0.09876866962217001	0.1038325949567411	0.10979742925739991	0.11631937477008525	0.12081711172420576	0.12633376083392672	0.13436251630500562	0.14942267336657006	0.15961066027652163	0.16550174258373498	0.16985878342728258	0.175602361747605	0.18016023494253489	0.18586296600494903	0.19157363958973422	0.19901351375930237	0.20662812342103365	0.21128698011468117	0.21650635195851425	0.2209144518744472	0.22523291475219256	0.22950599178781764	0.23381537749713896	0.23753361261284353	0.24121326976274585	0.24504496948375112	0.24909679053903983	0.253068051724565	0.257489767393134	0.2620419673577989	0.2662004451420702	0.27087972546467187	0.2756804129149453	0.2809531131232697
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
143_3_ZIL_fast_S10_R2_001 - polyg	2.1655162433602926	2.167493931430684	2.16876019642584	2.1700797897854875	2.171542348547814	2.172416026008629	2.173819583176199	2.179310135426701	2.189392600253723	2.196049568646716	2.2057280994788675	2.2138567038026107	2.2302466660383	2.2323968203087485	2.2342247351001427	2.236293194854775	2.2375832874170443	2.2387576460819067	2.239760673192765	2.2407228530457153	2.241674821084188	2.2424225528331196	2.2430012223201534	2.2435719492848163	2.2439339013757253	2.2442413904560903	2.2445749763956746	2.2448722536615624	2.245163857697185	2.245466808193338	2.245743661830272	2.2460398044501066	2.246358639991002	2.246691091284533	2.2470927559872975	2.247470593122949	2.247917643667834	2.248446388728535	2.249015981047145	2.249873773463218	2.2513896605900356	2.252517498766725	2.2540311166014364	2.2558193187809756	2.2569040404076506	2.258063648673824	2.258856766264876	2.2595228034979913	2.2601774942705766	2.26076751021814
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
143_4_HIPL_fast_S48_R1_001 - illumina_universal_adapter	0.005370680371229928	0.005432777138112082	0.006144820065027458	0.008138816246021098	0.00966087699871036	0.010697203041565878	0.011703170665056788	0.012659460875041972	0.013371503801957348	0.014852166710058507	0.01573256087163217	0.01651498013434732	0.017275320546615482	0.017990123329836735	0.01861247092681122	0.01918928089473879	0.0197412521559135	0.02022008722498256	0.020658904377616454	0.021173617578661874	0.021874621080353755	0.02272879660702162	0.02401488964555869	0.025154710299884468	0.026355247792939462	0.027714477023582186	0.029507003694247056	0.03168729017588716	0.03438228985857268	0.03803081989493751	0.04176628540493736	0.046819582300991834	0.05347359585445296	0.0607734157834885	0.06869696323765147	0.07696963251450743	0.0868374987361583	0.09818326800960446	0.11120702991702175	0.1256590174627286	0.14036629171672874	0.15772026816806162	0.17399790066010382	0.19592219915396328	0.21917674838725382	0.24514837615367685	0.27216460953187305	0.3019006812995076	0.3333492439049367	0.3698718023287143
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
143_4_HIPL_fast_S48_R1_001 - polya	0.003022042654931537	0.009175142288876616	0.013626790510250652	0.017366395804709313	0.020282183991864718	0.022701198043962884	0.025942649275211366	0.031997774010297936	0.042748794249828345	0.05450992189730848	0.05827436589852	0.06201121133667279	0.06704242938228026	0.07180870122252389	0.07799491913213945	0.08372576075128588	0.0891599178175509	0.09413455880888796	0.09896982705677843	0.10442192318903162	0.10961321290037977	0.11519916206346784	0.12036147328360432	0.12608541526198605	0.13138709922556915	0.1362899839529535	0.14103417694275014	0.14614681074938088	0.1512428854181764	0.15668946183781784	0.16202288414891847	0.16713275809924336	0.17221779334281537	0.17692334834432977	0.1818924696230551	0.1869995837170741	0.19221847199148098	0.1973628441456293	0.2031792413102578	0.2085485417533348	0.21365841570365965	0.21885108534316075	0.22386160446647416	0.22841398744301258	0.23322027719969138	0.23797826947101738	0.24297222945649558	0.2480572647000676	0.25303466554771054	0.2580534642399416
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
143_4_HIPL_fast_S48_R2_001 - illumina_universal_adapter	0.0053568810897005594	0.005420357784735651	0.006119981358274597	0.00810845782665649	0.00961395944151051	0.010650285484366029	0.011656253107856937	0.012605643677077437	0.013321826388451623	0.01478731008687048	0.015669084176597077	0.01644322387039461	0.01720494421081571	0.0179100874969664	0.018532435093940886	0.01911200491817433	0.019665356107501978	0.02014833096102985	0.020594047754428427	0.02110186131470916	0.021793205319330485	0.02264738084599835	0.023923814387464864	0.025070534682555327	0.026247613397010393	0.02757924406459438	0.02937177073525925	0.03149548016262895	0.03414494221626756	0.037714816347914994	0.04142958293562079	0.04645666119676946	0.052974061863089845	0.06013312912052584	0.06791592390308925	0.07599816309483994	0.0857418357827265	0.09689027533030271	0.10975534550013226	0.1240238026014985	0.13846889050644068	0.1555993185969978	0.1716603023690289	0.1933182747293716	0.21620990285843975	0.24177445181974644	0.268542298130414	0.29785059217063814	0.32881066020992766	0.3645218208797784
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
143_4_HIPL_fast_S48_R2_001 - polya	0.01053437151951934	0.016578456829382412	0.019742632084066437	0.024188760592828727	0.02746057024344182	0.031149118196241818	0.03772447584498555	0.048859116111032386	0.05928309337831678	0.07004377311491776	0.07307961505137865	0.07661913076366149	0.08088586861254199	0.0866236098724531	0.09190183505743627	0.09714280218229014	0.103126170653424	0.1085713671449125	0.11520192191977371	0.12230165226663342	0.12716865886204143	0.13346251116758606	0.14236304775402825	0.16013928222015977	0.1720577216770747	0.17855856320555985	0.18324203935662728	0.1895317518777131	0.19466922439109668	0.20094651755880608	0.20744045944652656	0.21571450865153546	0.22413207038444977	0.22918674720865717	0.23507352070908547	0.23998468500538744	0.24476199627085457	0.24923296348636972	0.2540475328119661	0.2579941273293653	0.26171441362968284	0.2657175852013524	0.26989876750475084	0.27414618635949023	0.2790049133859806	0.2836552712613776	0.28842154310162116	0.2933865245958877	0.29859023366061227	0.3042769175788647
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
143_4_HIPL_fast_S48_R2_001 - polyg	2.0580165677209883	2.0603210477363927	2.0621742912457868	2.0653743446324473	2.067154451949736	2.0685826775880254	2.0702620501501494	2.0761722824291775	2.087769198626458	2.0952235705086224	2.105494375750931	2.1145453245060435	2.133124677157184	2.1358072574864932	2.1382193718978266	2.1416540130704864	2.1458034570263673	2.151792345210113	2.1565406779843683	2.1622039031240208	2.166305049594549	2.1723822531800825	2.17922255703419	2.1862988286024496	2.18791058468508	2.1885108534316076	2.1890780039024644	2.189573398109369	2.190066032459967	2.1905089893970597	2.190916068202176	2.1913742043489512	2.1917992222200557	2.192226999947466	2.192709974800994	2.193213648576816	2.1937863187602846	2.194415565998024	2.1950972505055746	2.196136336404736	2.197796389972719	2.1991638987722792	2.2010074827846027	2.203143611565349	2.2046601526054266	2.2064706183420797	2.2082810840787324	2.209495420853317	2.210562105315537	2.211303126733664
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
143_4_Hyp_fast_S16_R1_001 - polya	0.002619349686195359	0.007369103783829611	0.011215182239726463	0.014945572751149687	0.017892341148119467	0.020485497337452873	0.02429883392227228	0.02974053289534314	0.03968969612007518	0.05119518961668829	0.054958321999188965	0.059009582847171116	0.06409330402979528	0.06883432696180888	0.07581489387551951	0.08166914042416613	0.08678342068646258	0.09224913036499023	0.09712766915552909	0.10248860484660892	0.10746973483319043	0.1134091102466384	0.1185321216745555	0.12450642175048607	0.13016203428126288	0.13496199258121588	0.1394039730907222	0.14397037271032276	0.14871794401655183	0.15413344949276075	0.15911239668793709	0.16407824713468247	0.16883891518934252	0.17344242226283088	0.17856106810793765	0.18352037018046752	0.18876561792707372	0.19441031650082471	0.2004959389384186	0.2060009388622392	0.21144700341812037	0.2164870687726413	0.22101636093835408	0.22544306190802424	0.22957726882940258	0.2340367116701502	0.23888469138101676	0.24324372581712686	0.24795855525227853	0.2529942550239891
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
143_4_Hyp_fast_S16_R2_001 - polya	0.00915462715325278	0.015960570754550388	0.020193003289161057	0.026431421125116338	0.030873401634622634	0.0362561652397541	0.048130550483839726	0.06288185479992993	0.07310168415890216	0.08620061538128411	0.08946388853200249	0.09423765333509354	0.09929954660366606	0.10655077965161688	0.11223258567925565	0.11821561692080688	0.12609767668484975	0.1329079858689577	0.1427414611492161	0.15394136384910642	0.1595052991408664	0.16748776730954676	0.181461997885399	0.21363634319749866	0.23500150547123214	0.24446827179542321	0.24982702469509788	0.25854727635872327	0.264148319104371	0.2728554740195654	0.2815342526464927	0.29492567791716645	0.308179587329315	0.31384611381711763	0.32116501339862846	0.32633168065464885	0.33108798312649856	0.33556488829848746	0.3399108259861666	0.34335308803210834	0.3467997156608604	0.3504318805590513	0.35440674370785274	0.3585649613346879	0.3637621876703805	0.3696317137588633	0.3748856926710901	0.3812856370710275	0.3876790330967493	0.39546941562177534
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
143_4_Hyp_fast_S16_R2_001 - polyg	4.669444836255502	4.672496378639919	4.674432514616298	4.676508349242608	4.679118967763183	4.680574889630427	4.682847175483201	4.693433713798241	4.714969133801577	4.728530816801854	4.7492826146907365	4.766784236177331	4.805587718986911	4.8098441622269785	4.813035403261326	4.817115040397575	4.819424433704238	4.821155387288532	4.82247379329725	4.8237834681403475	4.825328884455203	4.826365710372655	4.827092579910574	4.8275837079767365	4.828000621135122	4.828323674263086	4.828659824139481	4.828965414936204	4.829281919689953	4.829591876069486	4.829925843154476	4.830192143705906	4.830547938704947	4.830864443458696	4.8312573459116255	4.831648065573149	4.832012591737811	4.832488440264137	4.833099621857582	4.834221576639837	4.836522238780878	4.838017450893414	4.8402831883719735	4.842850151064445	4.84433226642855	4.845964994399612	4.8468097346734105	4.847492948383226	4.848125957890724	4.848708763195901
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
143_4_ICL_fast_S51_R1_001 - illumina_universal_adapter	0.006407985343421515	0.006446203943879298	0.006710549263712292	0.0074876608063538675	0.00819152003145136	0.008640588586830304	0.009143800159524438	0.009653381498961536	0.00998142448622417	0.010803124396066491	0.011198049934130242	0.011583420822079547	0.012029304494087008	0.012411490498664832	0.012752273019413393	0.013128089257248253	0.013398804343824212	0.013653595013542762	0.013863797316060564	0.014115403102407631	0.014414782139326928	0.014819262327505123	0.01537661691751445	0.015832055239636357	0.016233350544443075	0.0167556714173661	0.0173703539080621	0.018023254999215883	0.018889543276258948	0.02006795012370724	0.021322794172071096	0.022902496324326102	0.024721064729442247	0.026733911020218788	0.02906206076477203	0.03162907676218642	0.03469611944892345	0.03833007137578426	0.04255959649311218	0.047368770384049796	0.05241044076110559	0.05857955985166597	0.06455121617319447	0.07259623156955766	0.08059665859872012	0.08989651804344716	0.09945116815789276	0.11078935296036821	0.12307026324080228	0.1377844244170485
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
143_4_ICL_fast_S51_R1_001 - polya	0.0023345195112962082	0.00691119691611565	0.010701208128179072	0.014080369385321331	0.016742931883880173	0.018934131643459695	0.02203302316391155	0.02687723077193547	0.036231233233977714	0.04709168553073088	0.050317972386042006	0.05404428593067579	0.05846171916692114	0.06298106867105391	0.06937949936436098	0.07466003599427791	0.0792462680492118	0.08438666981078354	0.08886143094771555	0.09432669081317843	0.09919637748817421	0.10510752102564455	0.10977019028149401	0.11504435714466797	0.12020068332309712	0.1246308560928284	0.1287934986593552	0.13277141799033604	0.13680985010537505	0.14162220887968416	0.1460046083988432	0.15063224393760635	0.15513248414151024	0.15941933715952483	0.1638813587629709	0.16827968269898738	0.17317484844095501	0.17864329318978936	0.18437608325845672	0.18985726754077703	0.19487982861760392	0.1995520525235678	0.20380068694112463	0.2078104551058203	0.21157817213428334	0.2156930414502379	0.22016461770379847	0.2241966800520945	0.22828607030107723	0.23293918490681223
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
