	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
3_Chow_Hyp_both_S78_R2_001 - polya	0.022053684881743103	0.031844755373147134	0.036021058267307206	0.041006943362128546	0.045224854739435674	0.04866528188879498	0.05250990573158282	0.06005768457445851	0.06910574643823657	0.07830003239993141	0.08184388635025626	0.08555655186077774	0.0899622958191487	0.09476272596051459	0.09952630287395024	0.10465246799766735	0.11022206067035166	0.11504270064638897	0.12014033423880525	0.12529621970762742	0.12981727860500594	0.1346878487608197	0.13981044744312424	0.14684465872258484	0.15210634861998096	0.1565632115719326	0.1609059483986809	0.16546267171018544	0.16989575838605306	0.17427653725453582	0.17884395989027818	0.18354571848589535	0.1880929312869663	0.19244636743795243	0.19668092220851838	0.2012055475473095	0.20557324946394603	0.21026311992152116	0.21481746560541734	0.21900922307903203
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
3_Chow_Hyp_both_S78_R2_001 - polyg	0.29402337412415036	0.29471169731678304	0.2948436556490494	0.29501603365065865	0.2951384814724914	0.2952977825222544	0.29548085984810146	0.2959694623216283	0.29782876711139955	0.2988249930793204	0.30066052159300766	0.30212395138597975	0.3089299104150337	0.30966935260124706	0.31004145132196215	0.3106287253412377	0.311007956944778	0.31125285258844354	0.3115512448532981	0.3117913852417468	0.3120767005547552	0.31233586196407115	0.31263306541512154	0.31285418478270305	0.31311691263343155	0.31337845167035594	0.3136447459624971	0.3139526487377853	0.31424509693361885	0.31460055226107514	0.3149036997811465	0.3152068473012179	0.31553852635259017	0.31586782777635397	0.31617335292403376	0.3165513957137699	0.31698531275230346	0.31742755148746643	0.3181039865420571	0.31907168097867716
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
3_Chow_IC_left_S67_R1_001 - polya	0.007019223866001682	0.011627535605658046	0.01583106320602027	0.020589130249957618	0.024697763400082385	0.028788603840787633	0.03420351840746236	0.04028417685158422	0.05028219681957098	0.06243758280467487	0.06746105776412009	0.07227843383945586	0.07786089641983107	0.08314088294007442	0.08909550969247466	0.0944466670503961	0.10029305482049425	0.10602823815672038	0.11111547032491889	0.11662083116447619	0.12182223321811664	0.12764341464987047	0.13298271020151223	0.1383768666071975	0.1438332974958511	0.14896204598602852	0.15458454216259768	0.159864528682841	0.16510299888110547	0.17056387794711395	0.17596841343329397	0.18161463322242247	0.18686348250118165	0.19217608898869412	0.19778968881055353	0.2032476024249921	0.20899168211592797	0.2149211025299839	0.22102696731245008	0.22681256332536487
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
3_Chow_IC_left_S67_R2_001 - polya	0.025434678115207617	0.03537042360022605	0.0400350789197109	0.04522017098971679	0.04996044532423462	0.053809601461991347	0.0584594295236266	0.06724013162216103	0.0768763664986175	0.08694852275585227	0.09077988618418947	0.09487814025381952	0.10002912963077133	0.10548259506785501	0.11047493278581608	0.11623532246038654	0.12253838977225243	0.1279696143225617	0.13379672665745537	0.139477049139638	0.14444269779346977	0.149651513476035	0.15561503658314502	0.16486576275551185	0.1715083742721336	0.17652740105422396	0.1810586110530624	0.18597681248177544	0.19078380947661647	0.19549887747279	0.20043042343356768	0.20548651836028203	0.21038544435379058	0.21499820427080182	0.21947307068981178	0.22423410318531906	0.2287015559754042	0.2336508946456014	0.2383852380769794	0.24294165441416216
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
3_Chow_IC_left_S67_R2_001 - polyg	0.38934006751799444	0.39008587858782945	0.39024453024682015	0.3904328364215101	0.3905900053547159	0.3907575533684164	0.3908984123179876	0.39141588361693874	0.39415151269019033	0.3954607595583102	0.39804366787571094	0.4000720367495365	0.4106883533698517	0.4118433967563357	0.4122600427019095	0.4130844382383474	0.41348180874871676	0.4137279412290201	0.4139785218866784	0.41421279256070215	0.4145315786044686	0.4147836419879118	0.41504015354870993	0.41531445781892756	0.4156035893469948	0.4158689972625027	0.4161447842585053	0.4164294676092177	0.41672304731463977	0.41698845523014766	0.4173042758223442	0.4176349236723903	0.41796112334508156	0.4183436665976013	0.4187039689633466	0.4190850294900814	0.4195446744834191	0.42005918033080025	0.4209591948822711	0.42227882083088575
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
3_Chow_PFC_left_S34_R1_001 - polya	0.00399937145680685	0.00861798715666867	0.012823087597879165	0.017217458704741014	0.020895892945878177	0.024323337826042894	0.028553125745381828	0.03437525600400497	0.04425436183506798	0.057058933824350816	0.06185859103048784	0.0668063731053955	0.07208743613503706	0.07719157223809148	0.0828264891209073	0.0880705209333562	0.09329809442705281	0.09854418352934574	0.10402480367385883	0.10936964268866552	0.1146856796456557	0.1203370548472238	0.12555022731201215	0.13077985809555281	0.13615349916817598	0.14102721880869834	0.14592151134766104	0.15086723613272465	0.15608246588735705	0.16171738277017286	0.16686472195995206	0.17254901379902476	0.17769841027864797	0.18290746816374825	0.18811035417931643	0.19311162579016902	0.1985572720073335	0.20424567842609426	0.21030645430662565	0.21599691801523044
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
3_Chow_PFC_left_S34_R2_001 - polya	0.024043546407253938	0.034352625815720565	0.0384918929819219	0.04315371176850848	0.047192171732352024	0.05039948659920484	0.053933910551259456	0.061296950903065896	0.07043131781058772	0.07966237734077924	0.08311862427876048	0.08693283964960404	0.09164609068229154	0.09619681581730015	0.10091829600936379	0.10614175492337233	0.1118692498491698	0.11680674547485727	0.12149325173957229	0.12629290894570933	0.1307572279072684	0.13556922885246964	0.14032568297188192	0.14606140705705553	0.1507972882780274	0.15522869060208191	0.15943584833313645	0.1639310266423561	0.16826367905389683	0.17260044604512567	0.1771408847309141	0.18151879751902367	0.1858000176844635	0.19020467524054552	0.19446737979738904	0.19905102156990223	0.2035811738064705	0.20836025811416717	0.212754629221029	0.21722923463180827
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
3_Chow_PFC_left_S34_R2_001 - polyg	0.16219055943430125	0.16275631414141128	0.1628591786336131	0.1630340482703562	0.16315131379146627	0.16325006370398001	0.1634002458625947	0.16371089662904417	0.16471896865262203	0.1652641504612917	0.16624136313720903	0.1669696437419979	0.17010289617446542	0.17057195825890573	0.1708579215472268	0.17115417128476804	0.1714216189644928	0.17162323336920834	0.1718577644114285	0.1720655506856762	0.17232888378571284	0.17255518566855688	0.17281440418890545	0.17303864878190542	0.1732690652444375	0.1734830233882173	0.17381424705310716	0.17406112183439154	0.17431416848520803	0.17455281410711626	0.17484083468528136	0.1751206261040703	0.17543950602989597	0.17572135473852896	0.17604229195419863	0.17635911459018025	0.17667387993631783	0.17699070257229943	0.17747828026533607	0.17806049329119839
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
3_Chow_SC_left_S87_R1_001 - polya	0.004298319101344819	0.008516134567346725	0.012460812699149462	0.016980516797687292	0.02102582447366867	0.025189012472830744	0.029961727996732013	0.03585861928560039	0.04494115443018118	0.05639854681737791	0.06094700221425249	0.06569671669948436	0.0712687183171474	0.07634044734375092	0.08171981526255771	0.08661328623947336	0.09191502565277092	0.09723114071523685	0.10205560857614428	0.10712446247291411	0.11186267643881129	0.11725354487695278	0.12232814903338997	0.12734237546331997	0.13204033761154568	0.13681880339511432	0.14176115157920244	0.14685588164447536	0.15200236404675443	0.15726097651254686	0.16256271592584443	0.16802258747999413	0.17309144137676397	0.1782321735193757	0.1834246579989936	0.18821174917206324	0.19328347819866676	0.19889285650416758	0.20483862500020844	0.21030999707369286
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
3_Chow_SC_left_S87_R2_001 - polya	0.0260141747350956	0.03633876596782419	0.04091884779286921	0.04579219286094912	0.04996400624961222	0.053405536660521745	0.05737034070116021	0.06526544722443303	0.07373270458460728	0.08259097960216139	0.08591750481972389	0.08943953886597635	0.09388161445900493	0.09830643927303147	0.10289802161741118	0.10739184954744593	0.11257858376739648	0.11688265312840865	0.121247100215928	0.12572942762662806	0.12983223789928294	0.13435481712765443	0.13887739635602595	0.14485766641007092	0.14986039232066622	0.15401207980049358	0.1578906299461218	0.1619301873624358	0.16633776139746032	0.1706619566673082	0.17496027576865303	0.17916084045565286	0.18330965280564657	0.18739808742913308	0.1913341401714348	0.19551745407943258	0.19950813428857414	0.20396171040093744	0.2083031564497874	0.21233121334676672
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
3_Chow_SC_left_S87_R2_001 - polyg	0.4183601420981168	0.4191939297498827	0.4193578121504022	0.41960794844593197	0.419846584222127	0.4200708443491537	0.4203008547358477	0.4209046320009196	0.42312423223251705	0.4245215453316833	0.42653126108542244	0.4281902109994532	0.4348317609152435	0.4355649190228308	0.4360191895365515	0.4367379719949704	0.43713473991201757	0.4374567544533892	0.4377672684754262	0.438034655549958	0.4383049177543235	0.43856655456918797	0.43889431937022694	0.4391387054060894	0.4393945919612865	0.4397338572816602	0.4400529966931982	0.4403433848063994	0.4406078967510975	0.440878158955463	0.4411512962896622	0.44147331083103386	0.4418298269304096	0.44216334199111595	0.44257448555733153	0.44295112756554306	0.4433996478195964	0.443908545800157	0.44481421169776475	0.4458147568798838
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
4_Chow_Hip_right_S68_R1_001 - polya	0.08208995340145638	0.08498449621740785	0.08644075688878718	0.08786106050655218	0.08920945001708859	0.0910792168050324	0.09422545899628401	0.09641883926675657	0.09895381154656502	0.10195622552335941	0.1031248297658243	0.10452715485678216	0.1058216087868971	0.10663064249321895	0.1075475473603837	0.10857232338839137	0.10954316383597759	0.1104780472299495	0.11134101651669279	0.11213207169620748	0.1131748262510223	0.11419960227902998	0.11495470040493036	0.11574575558444505	0.11660872487118835	0.11723797330943868	0.11786722174768899	0.11849647018593931	0.11923358978503255	0.1200785805449687	0.12081570014406194	0.12153484121634801	0.12207419702056257	0.12282929514646297	0.12369226443320627	0.1243574699250709	0.1252204392118142	0.12610138702536464	0.12710818452656517	0.12797115381330845
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
4_Chow_Hip_right_S68_R2_001 - polya	0.07856616214725456	0.08645873541559432	0.090557839527625	0.09528619207790599	0.09864817659084343	0.10357429293600309	0.11833466344467494	0.1336164112307542	0.13967517476476446	0.1503184626345985	0.15235003616380668	0.15628733353457297	0.15973921068154617	0.16684072877037123	0.17040047707818737	0.17491308730678254	0.18079206557272126	0.18586201013233813	0.19627157715367918	0.20802953368555666	0.2110858832427725	0.21574232168582488	0.22874079656739582	0.2671249513006655	0.287872171236119	0.293427536019529	0.29565687334361584	0.2999896983041395	0.3019673362529262	0.30511357844417786	0.30985990952126596	0.316601857073948	0.3249259149856594	0.3273350375778178	0.3298160742772048	0.33143414168984847	0.33287242383442067	0.3340769851304998	0.33549728874826484	0.3365580218298868
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
4_Chow_Hip_right_S68_R2_001 - polyg	3.867522708227747	3.869985766400327	3.8703453369364698	3.870812778633456	3.8713521344376702	3.8716038338129706	3.872017339929535	3.875199539174401	3.8994885288908634	3.9116420130124983	3.9390952234470196	3.9592311734710295	4.065430331320877	4.074275766509996	4.076505103834083	4.083265029913572	4.085440431657237	4.086051701568681	4.086465207685245	4.086770842640966	4.087292219918374	4.087489983713253	4.087669768981324	4.087723704561745	4.087867532776203	4.087993382463853	4.088245081839153	4.088550716794875	4.08889230880421	4.089072094072282	4.089359750501196	4.0896294284033035	4.089791235144568	4.090186762734326	4.09047441916324	4.091229517289141	4.092452057112027	4.094267888319549	4.099050176450251	4.1077877404785275
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
4_Chow_Hyp_both_S25_R1_001 - polya	0.006555291670616082	0.011404753803937405	0.015570521275839655	0.020317769921573407	0.024435837765934793	0.028201836930827884	0.03326935450433602	0.03949983442550716	0.04954401313911226	0.06168697546451544	0.06632519639015579	0.07105427374920731	0.07656017361392435	0.08186618932513681	0.08759014463004067	0.09293931714712343	0.09848155958520495	0.10366946193298289	0.10852573829881004	0.1136682124298824	0.11900602789278877	0.12484128232862131	0.12988608579377667	0.13539879989099954	0.14071844406722367	0.1457882330515671	0.1508693790900869	0.15628442252139277	0.1615404671942291	0.16667385568196033	0.1721002561674426	0.1774335288086784	0.1824306326462929	0.1875231357389891	0.19257475343665026	0.1978307981094866	0.20343664005095594	0.2090606532791075	0.21491862182329283	0.2206721054690553
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
4_Chow_Hyp_both_S25_R2_001 - polya	0.02720014475246971	0.037028539436723275	0.041355577077930354	0.04615279676204025	0.05037307809398921	0.053702966378508674	0.05730996678493221	0.06485105075805951	0.07382766637908333	0.08300643756444702	0.08626364070223755	0.08993878343371947	0.09438393443836107	0.09888359930304938	0.1035695198562306	0.10850075277962197	0.11405662368271516	0.11869938743002606	0.12346480736244206	0.12830518385242226	0.13282756282546335	0.13749531209196234	0.14257872954131742	0.14861386813065455	0.1537449852075505	0.15812880811963956	0.1625058167992228	0.16681468315374764	0.17130299096425955	0.17559822885377271	0.18024553542275418	0.18481334261250087	0.18904270958779096	0.19330387631477494	0.19753551470090028	0.20183302400124872	0.2062622751300434	0.2109141245206954	0.21546603183459515	0.2197521840807672
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
4_Chow_Hyp_both_S25_R2_001 - polyg	0.26917354103477437	0.2699458207187693	0.27010709088807416	0.27029334657656706	0.27047278803255415	0.2706476866668706	0.27084302799870463	0.2713154814524428	0.2728668550529385	0.273773147976215	0.27528363618167573	0.2764057131343037	0.28087812106896864	0.2815345588003644	0.2819093415881854	0.282418137615288	0.28275430641890936	0.28302006148663705	0.283328973360235	0.2835742857304452	0.283833226565667	0.28409671022255945	0.2843147656627462	0.28451919263792136	0.2847804048839785	0.28505070277337674	0.28536188605781	0.28562536971470237	0.28588431054992425	0.2861409799743108	0.28645216325874406	0.2867542608998362	0.2870177445567286	0.2873879845228791	0.28776049589986497	0.2880989361143216	0.28848507595631906	0.28885758733330485	0.28939591170126605	0.2901045918818732
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
4_Chow_IC_right_S69_R1_001 - polya	0.008650535789300666	0.011581236975454781	0.015031019981868397	0.019265634831353795	0.023281688914414136	0.027258004676306288	0.03274686028766273	0.03829035609062543	0.04713958348576705	0.057685140465775844	0.062222760014168696	0.0666858702103712	0.07164322577610308	0.07658319582632386	0.0819453855389567	0.0867015658537746	0.09187499854085852	0.09694908542502195	0.1014221302015165	0.10605412826268382	0.11090468709027618	0.1158322389151319	0.12028541453104236	0.1250490457810793	0.12975306954936397	0.13438755125560428	0.139101509604181	0.1436093254116977	0.14809727205863032	0.15287828882417834	0.15774623316728179	0.16261914480053127	0.16723375734618748	0.17187320634257383	0.176269258121805	0.18098570011545473	0.18597534306713576	0.19114380846407364	0.19625266637925926	0.20152792851433668
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
4_Chow_IC_right_S69_R2_001 - polya	0.04240327233153324	0.052668177418291676	0.058022916195705466	0.06390915501874382	0.06893356900144702	0.07338674461735747	0.07970017039295388	0.08999239557551546	0.09952959265588139	0.10994600009209356	0.11373852611858283	0.11825627650639159	0.12346199657942467	0.12917189660227915	0.1344123877063344	0.14017196063064916	0.14681571120095616	0.1525181602885916	0.15939785714083474	0.16617324090001137	0.17091948663453724	0.1763710875697985	0.18341222135178742	0.19626756824969732	0.20496529329538524	0.2100691839204248	0.2146986983365191	0.21969082493327316	0.22419118980557082	0.22913861079101067	0.2337581906268129	0.23917253688597898	0.24462662146631325	0.24895064753842708	0.25347336521638186	0.2580159520549207	0.26235239635239965	0.2668453102894783	0.27095077559516706	0.2752251287658206
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
4_Chow_IC_right_S69_R2_001 - polyg	1.0193425781557157	1.020663877334558	1.020870019875618	1.0211606063491605	1.021456160112849	1.021662302653909	1.021915634451356	1.022928961641145	1.0292846093829826	1.0322078596339177	1.038491481668638	1.0429595591549865	1.0657619045703093	1.0681710402911309	1.0688515590411363	1.070480830209032	1.071141479798453	1.0714916737537479	1.0718518022893346	1.072147356053023	1.072542255619632	1.0728353257382472	1.0731308795019359	1.073401596814894	1.0736847323532175	1.0739753188267598	1.0742808071707404	1.0745862955147207	1.0749215875995775	1.075232043233704	1.0755077278368081	1.075862889082249	1.0761932138769594	1.076530989606889	1.07691098730306	1.0773878471570784	1.0780062747802583	1.0788606486853745	1.0802614245065532	1.0827674223852222
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
4_Chow_PFC_right_S6_R1_001 - polya	0.002856605808184485	0.007783676679567619	0.011944039498537602	0.016176833262551222	0.0195139565598057	0.022656752931333343	0.02680121627456204	0.03256212631815487	0.042158343232229153	0.05433910825847036	0.05894288978978066	0.06368270016909976	0.06915388643251803	0.0742770508380437	0.08017575633806101	0.08537665151387741	0.09089730281293525	0.0962730922219058	0.1017142461422572	0.10711476806904753	0.11218140100527085	0.11800414234341312	0.12320150430239814	0.1284536311222698	0.1334266338124611	0.1382812737388006	0.1432313105195878	0.14840923978600012	0.1534122748192583	0.15915728538710983	0.16454544105499028	0.17024451980403366	0.17524932144570754	0.18017462570867496	0.18552568259982574	0.19062411448753164	0.19627549480935116	0.20182971166830727	0.20791921087722	0.2137295859564524
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
4_Chow_PFC_right_S6_R2_001 - polya	0.021013807104733735	0.030733686607906915	0.034660857116004695	0.038944882524073576	0.042665359847534626	0.045885886989353	0.04916471220888943	0.056625099548384225	0.06543164250064128	0.07447844419743332	0.07773077029073427	0.08123572138748011	0.08576707197374679	0.09033552133674312	0.09476794185173068	0.09973387810825918	0.10507610195733146	0.1095244219480603	0.11439319474172538	0.11927610040271605	0.12367495535780533	0.1282133723777348	0.13307331212932139	0.13926704123476036	0.1442983420026697	0.14866009818102932	0.15276922935594403	0.1570620878060914	0.1614379768517766	0.16589866310141532	0.17027985197234763	0.1749171990635562	0.1792082909052879	0.183654844287601	0.18764914591549534	0.1921080655567184	0.19650692051180765	0.20089694242481845	0.20550425717296014	0.20957452296272952
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
4_Chow_PFC_right_S6_R2_001 - polyg	0.1457098621268128	0.1461886130074671	0.14628577647033053	0.1464324049688335	0.14656313399159518	0.1466514644123801	0.14674332804999643	0.14701891896284539	0.1480594513196918	0.14872722930082585	0.14965823193589897	0.15038784121158244	0.15431677832809593	0.15476196364885195	0.15497925648398286	0.15540854232899762	0.15567000037452097	0.1558978928601461	0.15608868656904154	0.15629714636209396	0.15649500650465217	0.1567087661229517	0.15691192609075705	0.157093886757574	0.1573094129842892	0.15750020669318462	0.1576698011010917	0.15791535967087378	0.15807612103670235	0.15833934569064143	0.15857783782676071	0.1588428290891155	0.15911488678513308	0.15937811143907216	0.1596678352192467	0.15995579239100555	0.1602649488637528	0.16057940516174712	0.16103872334982874	0.16166233612057032
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
4_Chow_SC_right_S65_R1_001 - polya	0.005322243445792092	0.01016254180536384	0.014643527416175892	0.019541462974354145	0.02366681480653032	0.027673213271369665	0.033013851567780854	0.03919697402254669	0.04909585630237014	0.06174906088155973	0.06665803335010943	0.07172029624048495	0.07730252024169362	0.0826407058913556	0.08870732762553382	0.09406145547906568	0.09969395873863321	0.10529335126708636	0.11059352089213553	0.11601509653127076	0.12122942352009748	0.1270887966039672	0.1324895247457341	0.13789515818099946	0.14318919618917558	0.14837531774038637	0.15370124015630227	0.15905659433320873	0.16431261631677208	0.16983842944274885	0.17527226831563014	0.18094401392318507	0.18603816122130035	0.19126720409062237	0.19679424353997374	0.2020159284690481	0.20775144289208256	0.2136108159759523	0.21968847462050198	0.22540927316304116
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
4_Chow_SC_right_S65_R2_001 - polya	0.02417819165374122	0.03441799183170527	0.03876776084143443	0.04383860799543219	0.04827667228813302	0.05176065699539001	0.05572536046549273	0.06346468728263419	0.07283011889450382	0.08270079573671131	0.086204401617962	0.09023164758016966	0.09499836653726502	0.09996988149791966	0.10496714924944105	0.11030901386922684	0.11623338209195071	0.12133120836018982	0.1265761934333817	0.1317120357262336	0.13641621219122405	0.14134848480389128	0.14652356944473058	0.15327693226868844	0.15876105039992858	0.16330212585609635	0.16775000073579402	0.1723511660373175	0.17701119486082212	0.18159887060522492	0.1862932364832185	0.19088949649124357	0.19549556708626548	0.19985514668299148	0.20401728821640586	0.20864052733867225	0.21292530120954728	0.2177422994250015	0.22258014513782404	0.2269507616449215
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
4_Chow_SC_right_S65_R2_001 - polyg	0.1710046629719996	0.17163499318654732	0.17174781493701113	0.17190233168221153	0.17203845357679287	0.17214882268050744	0.17226654972446967	0.17258662012524195	0.17389878613607088	0.17459043251934894	0.1760056096936448	0.17703204235819042	0.18171414500243793	0.18238617021172226	0.18266454561775794	0.18315262232085133	0.1834346766970108	0.18369220460567817	0.18393501663385026	0.18418641292564458	0.18445129877455957	0.1847014687429793	0.18495286503477362	0.18520180867981875	0.18546178923523532	0.18572176979065189	0.18601118210705903	0.1862932364832185	0.18653482218801598	0.18683404509141996	0.18711487314420483	0.18742145398785645	0.18771822424451123	0.18804810523228035	0.1883571387226812	0.18869069868057414	0.18909906436431811	0.18955280401292252	0.1900862546808763	0.19088704384449434
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
5_Chow_Hip_right_S54_R1_001 - polya	0.003930069164435293	0.008648800654642701	0.012923909586603293	0.017771387258723126	0.021933199550600784	0.025947873348864243	0.031147012020722013	0.03722530319192463	0.047364616786879185	0.06031721837973725	0.06547515827338304	0.07078980066272796	0.07654880130278777	0.08193480586153556	0.08780416037180602	0.09326594125476514	0.09907129052031342	0.10464857512075969	0.11004046521925206	0.1157325178447174	0.12120312703729337	0.12686648765650396	0.13228559837631496	0.13777312849565657	0.14319076783053142	0.14842742681826082	0.15394953448360174	0.15946281383932584	0.16506437629121845	0.1705658845674534	0.17601663006339147	0.1816755765277936	0.18703583185015893	0.19259619552383955	0.19813080996113772	0.2034785585115458	0.20897344555556813	0.2148906200762632	0.22104468757167714	0.2269471482430108
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
5_Chow_Hip_right_S54_R2_001 - polya	0.022475404899569115	0.03285455423911481	0.03732903582992265	0.042445041252888394	0.04686876006339933	0.05032136481605654	0.05417786473368474	0.06198135474251385	0.07142764603254552	0.0810159259689149	0.08451855780940093	0.08832503063920029	0.09307318982813054	0.09781767055472043	0.1027784448669232	0.1078451588945282	0.11359533122497115	0.11851932091377036	0.12348450938078155	0.12854165940630163	0.1332942327500403	0.13814391749956434	0.14323123091627532	0.1496810467838538	0.15490152053728562	0.15947532061128306	0.16381369909549776	0.16829480191851823	0.1727987112080489	0.17748139376732083	0.18220453941233666	0.18691812105526756	0.19144998665858493	0.1958575202347983	0.20028859596998996	0.20507795393713218	0.20962821185215133	0.21444846890295252	0.21930183211481694	0.22378661340017778
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
5_Chow_Hip_right_S54_R2_001 - polyg	0.16795564769073748	0.1685339019706413	0.16868913308140426	0.1688664349662094	0.16900033099539832	0.16912466302250231	0.16926223751403158	0.16960065604934424	0.17072920829536517	0.17135675397062972	0.1724455788233748	0.17332325993778352	0.17688695425311945	0.1774056174431095	0.17768665196591263	0.17813983852624438	0.17844073674568542	0.17868057249027655	0.1789204082348677	0.1791845218309052	0.17945746373655952	0.1796840570167254	0.1799327210709334	0.18018579927994982	0.18043814179649817	0.18067503477121705	0.18092296313295697	0.1812091475030366	0.181462225712053	0.1817130968436652	0.18199707413634064	0.18229282250850518	0.18264154073837083	0.18296598111679013	0.18332279196380458	0.183689902505372	0.18409011920800264	0.18450357837505854	0.18501856310270823	0.18572262079465218
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
5_Chow_Hyp_both_S84_R1_001 - polya	0.014741401243281807	0.019280362513751377	0.02352030437620015	0.02823049898288676	0.03231709755917102	0.03642414190694388	0.04140779870729054	0.0476284246826976	0.05750884375456436	0.06942872853241913	0.07409803159612854	0.07892578938887461	0.08412668251128766	0.08953970051289496	0.09556098021628814	0.10095355244640684	0.10669114707039569	0.11216039094359663	0.11731783680159641	0.12248294982390441	0.12761483846754343	0.13348021916333602	0.13875522820739525	0.14406601735155955	0.14907523136626696	0.15402566378794463	0.15907576934562925	0.16426899530373407	0.16929865508993008	0.1746886715986127	0.1801119124859643	0.18560160213065385	0.19088938978189346	0.19599316548973564	0.2012886203052835	0.2065942980065756	0.2118846413792513	0.21738199818824908	0.22348506097759668	0.2291510954013754
